tconst,titleType,startYear,runtimeMinutes,genres,averageRating,sex_code,violence_code,profanity_code,drug_code,intense_code,final_certificate
tt0434124,movie,2005,107.0,"Comedy,Drama,Music",7.1,1.0,2.0,2.0,2.0,1.0,T13
tt0072926,movie,1975,129.0,"Action,Crime,Thriller",6.3,2.0,2.0,2.0,2.0,2.0,P
tt6823148,movie,2021,131.0,"Biography,Drama,History",6.7,4.0,3.0,3.0,2.0,4.0,T16
tt0049513,movie,1956,116.0,"Adventure,Drama",7.3,1.0,2.0,2.0,2.0,2.0,P
tt1747958,movie,2013,127.0,"Action,Crime,Drama",6.5,2.0,4.0,4.0,4.0,2.0,T16
tt0116421,movie,1996,91.0,"Action,Comedy,Crime",5.4,3.0,4.0,3.0,2.0,4.0,T16
tt0060955,movie,1966,106.0,"Sci-Fi,Thriller",7.6,3.0,3.0,2.0,3.0,4.0,T18
tt0437800,movie,2006,112.0,"Drama,Family",7.4,1.0,1.0,2.0,2.0,1.0,K
tt15654262,movie,2022,135.0,"Drama,Romance,Thriller",7.7,2.0,4.0,2.0,2.0,3.0,T18
tt1661275,movie,2016,117.0,"Comedy,Drama,Romance",6.7,2.0,3.0,2.0,3.0,2.0,T16
tt6484982,movie,2017,106.0,"Comedy,Drama",7.6,1.0,2.0,1.0,1.0,2.0,K
tt0039302,movie,1947,106.0,"Film-Noir,Thriller",7.5,1.0,2.0,1.0,3.0,2.0,T18
tt1318517,movie,2018,132.0,"Adventure,Comedy,Drama",6.3,2.0,2.0,4.0,2.0,3.0,T13
tt4987556,movie,2015,160.0,"Action,Crime,Thriller",8.4,2.0,3.0,2.0,3.0,2.0,T13
tt0208990,movie,2001,99.0,Drama,7.3,2.0,2.0,3.0,1.0,2.0,T16
tt0113305,movie,1995,128.0,"Crime,Drama,Thriller",6.5,2.0,3.0,4.0,2.0,3.0,T16
tt0449999,movie,2006,193.0,"Drama,Romance",6.0,1.0,2.0,2.0,2.0,2.0,K
tt0902272,video,2008,75.0,"Action,Adventure,Animation",6.9,1.0,3.0,2.0,1.0,3.0,T13
tt1068649,movie,2008,117.0,Drama,7.6,1.0,1.0,1.0,3.0,1.0,T13
tt6217926,movie,2021,141.0,"Drama,Musical,Romance",6.3,3.0,2.0,3.0,2.0,3.0,T16
tt0275719,movie,2001,86.0,Drama,7.2,2.0,2.0,4.0,3.0,2.0,T16
tt6836936,movie,2019,170.0,"Action,Thriller",5.0,1.0,3.0,2.0,3.0,3.0,T13
tt11388580,movie,2020,85.0,"Biography,Documentary,Music",7.4,1.0,1.0,2.0,2.0,1.0,T16
tt0056736,movie,1962,126.0,"Drama,Romance",7.7,1.0,1.0,1.0,2.0,1.0,T18
tt2095649,movie,2014,103.0,"Biography,Drama,Romance",5.7,1.0,1.0,1.0,2.0,1.0,K
tt0091431,movie,1986,88.0,"Action,Adventure,Comedy",6.9,2.0,3.0,2.0,1.0,2.0,T16
tt0076451,movie,1977,155.0,"Drama,Music,Musical",6.6,1.0,2.0,2.0,2.0,2.0,T18
tt1183665,movie,2009,104.0,"Drama,Thriller",6.6,2.0,3.0,2.0,2.0,3.0,T16
tt0102782,movie,1991,102.0,"Adventure,Drama,Romance",5.1,2.0,2.0,1.0,1.0,2.0,K
tt2974918,movie,2015,92.0,"Adventure,Animation,Comedy",4.9,2.0,2.0,2.0,2.0,2.0,P
tt2621000,movie,2013,135.0,"Comedy,Drama",7.5,1.0,2.0,3.0,2.0,2.0,T13
tt0087365,movie,1984,143.0,"Adventure,Drama",6.4,2.0,3.0,1.0,2.0,3.0,K
tt1020885,movie,2009,86.0,"Action,Comedy,Fantasy",5.1,3.0,2.0,3.0,3.0,2.0,T16
tt1988591,video,2013,104.0,"Action,Crime,Sci-Fi",5.4,2.0,4.0,3.0,2.0,3.0,T16
tt0071249,movie,1974,112.0,"Action,Crime,Drama",7.4,3.0,4.0,3.0,3.0,4.0,T18
tt3444312,movie,2017,91.0,"Crime,Documentary",6.8,3.0,3.0,1.0,1.0,3.0,T13
tt1659338,movie,2013,89.0,"Action,Thriller",5.6,1.0,3.0,4.0,2.0,3.0,T16
tt0050086,movie,1957,92.0,"Drama,Thriller,Western",7.6,1.0,3.0,1.0,3.0,2.0,T18
tt0120701,movie,1998,114.0,"Comedy,Drama",4.9,2.0,1.0,3.0,1.0,1.0,K
tt3672840,movie,2015,127.0,"Action,Drama,Fantasy",5.9,2.0,3.0,1.0,2.0,3.0,T16
tt0082817,movie,1981,99.0,"Action,Crime,Thriller",6.3,1.0,4.0,4.0,2.0,3.0,T18
tt0308208,movie,2002,91.0,"Action,Crime,Mystery",3.6,1.0,3.0,3.0,2.0,1.0,T16
tt0043137,movie,1950,92.0,"Action,Drama,Western",7.6,1.0,2.0,1.0,2.0,2.0,K
tt14253846,movie,2022,97.0,"Drama,Horror,Thriller",6.6,3.0,4.0,3.0,3.0,4.0,T16
tt6048930,movie,2017,96.0,"Comedy,Fantasy,Romance",5.4,3.0,2.0,3.0,2.0,1.0,T13
tt0119592,movie,1997,114.0,"Crime,Drama,Thriller",6.3,1.0,4.0,3.0,2.0,3.0,T13
tt2195548,movie,2013,94.0,"Comedy,Drama",6.3,2.0,2.0,2.0,2.0,1.0,T16
tt5536610,movie,2018,123.0,"Comedy,Drama",7.2,3.0,1.0,2.0,2.0,1.0,T16
tt0479751,movie,2007,188.0,"Action,Crime,Drama",7.5,2.0,3.0,2.0,2.0,2.0,T18
tt0080437,movie,1980,113.0,"Drama,War",7.1,2.0,3.0,3.0,2.0,3.0,K
tt0388139,movie,2004,90.0,"Biography,Comedy,Drama",7.2,2.0,2.0,4.0,4.0,4.0,T16
tt0095990,movie,1988,89.0,"Comedy,Horror,Sci-Fi",5.7,1.0,3.0,3.0,1.0,3.0,T18
tt14331144,movie,2021,105.0,"Action,Animation,Fantasy",7.8,2.0,3.0,2.0,1.0,3.0,T13
tt0119791,movie,1997,101.0,"Drama,Horror,Thriller",6.2,3.0,3.0,3.0,2.0,3.0,T16
tt0037674,movie,1945,189.0,"Drama,Romance",8.3,2.0,3.0,1.0,2.0,1.0,T18
tt8752440,video,2019,81.0,"Action,Adventure,Animation",6.9,2.0,3.0,3.0,2.0,3.0,T13
tt0060550,tvMovie,1966,25.0,"Animation,Comedy,Family",8.2,1.0,1.0,1.0,1.0,1.0,P
tt0059260,movie,1965,92.0,"Adventure,Comedy,Musical",7.1,2.0,2.0,1.0,2.0,2.0,P
tt5275892,movie,2016,467.0,"Biography,Crime,Documentary",8.9,2.0,4.0,3.0,3.0,4.0,T16
tt0115744,movie,1996,108.0,"Comedy,Drama,Music",7.2,2.0,2.0,3.0,2.0,2.0,T16
tt0057611,movie,1963,96.0,Drama,7.8,3.0,1.0,1.0,2.0,2.0,T18
tt0083111,movie,1981,106.0,"Action,Thriller",7.1,1.0,4.0,4.0,2.0,3.0,T18
tt1966359,movie,2017,113.0,"Comedy,Drama",5.5,3.0,2.0,4.0,2.0,2.0,T16
tt1433822,movie,2012,83.0,"Horror,Thriller",4.1,2.0,2.0,2.0,2.0,3.0,T13
tt0279778,movie,2002,116.0,Drama,6.0,2.0,2.0,3.0,3.0,3.0,K
tt2304953,movie,2014,91.0,"Crime,Drama,Thriller",5.7,1.0,3.0,4.0,2.0,3.0,T16
tt3495030,movie,2015,109.0,"Comedy,Drama,Romance",7.5,2.0,1.0,1.0,3.0,2.0,T13
tt0110613,movie,1994,99.0,"Comedy,Drama,Family",5.3,2.0,1.0,3.0,2.0,2.0,K
tt0420251,movie,2004,126.0,Horror,6.9,3.0,4.0,3.0,2.0,4.0,T16
tt6205872,movie,2018,108.0,"Action,Comedy,Crime",6.0,3.0,4.0,4.0,3.0,4.0,T16
tt1205558,movie,2011,99.0,"Comedy,Drama",5.5,2.0,2.0,3.0,3.0,2.0,T16
tt0240684,video,2000,75.0,"Adventure,Animation,Comedy",5.5,1.0,1.0,1.0,1.0,2.0,P
tt0328099,movie,2003,86.0,"Comedy,Crime",5.2,2.0,3.0,3.0,3.0,2.0,T13
tt9845564,movie,2021,106.0,"Action,Adventure,Crime",6.2,3.0,4.0,3.0,2.0,3.0,T18
tt5221584,movie,2016,146.0,Drama,7.4,3.0,1.0,2.0,2.0,2.0,T18
tt4935334,movie,2015,89.0,Horror,5.9,2.0,4.0,4.0,2.0,4.0,T16
tt0109759,movie,1994,103.0,Drama,7.0,3.0,2.0,3.0,2.0,2.0,T16
tt0875113,movie,2007,100.0,"Comedy,Drama",7.2,4.0,2.0,1.0,4.0,3.0,T13
tt0071994,movie,1974,91.0,"Comedy,Drama,Fantasy",7.3,2.0,3.0,2.0,3.0,2.0,P
tt1699231,movie,2011,86.0,"Horror,Sci-Fi,Thriller",5.2,2.0,4.0,4.0,2.0,4.0,T16
tt0028597,movie,1937,90.0,"Comedy,Romance",7.7,1.0,1.0,1.0,2.0,1.0,T13
tt0058700,movie,1964,86.0,"Drama,Horror,Sci-Fi",6.7,1.0,2.0,1.0,2.0,2.0,T18
tt0109439,movie,1994,116.0,"Comedy,Western",5.6,2.0,2.0,3.0,2.0,2.0,T13
tt0077742,movie,1978,92.0,Drama,7.3,2.0,2.0,2.0,3.0,2.0,P
tt2965466,movie,2014,88.0,"Horror,Mystery",5.8,1.0,4.0,4.0,2.0,4.0,T16
tt0074899,movie,1976,132.0,"Action,Drama,History",6.7,1.0,2.0,2.0,2.0,2.0,K
tt11656172,movie,2020,98.0,"Action,Thriller",3.0,2.0,3.0,3.0,2.0,3.0,T16
tt1234541,movie,2009,90.0,"Crime,Sci-Fi,Thriller",5.6,4.0,4.0,2.0,2.0,3.0,T16
tt0092948,movie,1987,93.0,"Comedy,Documentary",7.6,4.0,2.0,4.0,1.0,1.0,T18
tt7424200,movie,2018,84.0,"Action,Adventure,Animation",6.7,1.0,2.0,1.0,1.0,1.0,K
tt0083624,movie,1982,91.0,"Comedy,Horror",6.2,3.0,4.0,2.0,2.0,3.0,T18
tt4935372,movie,2015,79.0,"Drama,Horror,Thriller",6.4,1.0,3.0,3.0,2.0,3.0,T18
tt0106452,movie,1993,87.0,"Horror,Sci-Fi",6.0,3.0,3.0,3.0,2.0,3.0,T16
tt0092048,movie,1985,114.0,Comedy,7.9,3.0,3.0,2.0,2.0,2.0,T18
tt3416536,movie,2017,107.0,"Crime,Drama,Romance",6.3,2.0,3.0,4.0,4.0,3.0,T16
tt4353250,movie,2019,121.0,Drama,7.3,2.0,2.0,4.0,2.0,2.0,T16
tt1430615,movie,2012,107.0,"Biography,Drama,Family",6.5,1.0,3.0,2.0,2.0,2.0,K
tt1524575,movie,2015,91.0,"Horror,Thriller",4.8,2.0,3.0,2.0,1.0,3.0,T13
tt0318081,movie,2005,110.0,"Action,Adventure,Horror",4.2,2.0,3.0,3.0,2.0,2.0,T13
tt0424227,movie,2004,98.0,"Drama,War",8.0,1.0,2.0,2.0,1.0,3.0,T13
tt14042066,movie,2022,132.0,"Drama,Fantasy,Mystery",4.5,1.0,2.0,1.0,2.0,3.0,K
tt0070518,movie,1973,122.0,"Biography,Drama,Western",7.2,3.0,3.0,2.0,3.0,3.0,T18
tt2406252,movie,2013,96.0,Drama,7.1,2.0,1.0,3.0,2.0,1.0,T13
tt1703957,movie,2016,104.0,"Biography,Drama",6.5,1.0,1.0,2.0,3.0,2.0,T13
tt0857190,movie,2012,112.0,"Action,Crime,Drama",6.1,2.0,4.0,4.0,2.0,3.0,T16
tt0411270,movie,2005,108.0,"Crime,Drama,Music",7.2,2.0,2.0,3.0,3.0,1.0,T13
tt2652118,movie,2016,96.0,"Action,Adventure,Drama",6.1,2.0,3.0,1.0,1.0,2.0,T13
tt4694544,movie,2017,94.0,"Action,Comedy",5.3,3.0,3.0,3.0,3.0,1.0,T18
tt0158811,movie,1999,87.0,"Adventure,Comedy,Family",6.2,2.0,2.0,1.0,2.0,1.0,T18
tt0080377,movie,1980,116.0,"Action,Comedy",6.1,2.0,3.0,2.0,2.0,2.0,T18
tt0116259,movie,1996,118.0,"Crime,Drama,Mystery",6.2,3.0,4.0,4.0,2.0,3.0,T16
tt4244162,movie,2016,88.0,"Action,Sci-Fi,Thriller",5.3,1.0,4.0,4.0,2.0,3.0,T18
tt6060156,movie,2017,90.0,Comedy,6.8,1.0,1.0,4.0,1.0,1.0,T16
tt5913798,movie,2019,95.0,"Drama,Horror,Mystery",4.1,2.0,3.0,4.0,4.0,3.0,T16
tt1754264,video,2011,103.0,"Action,Drama,Sport",5.7,3.0,4.0,4.0,2.0,3.0,T16
tt0082118,movie,1981,91.0,Horror,6.3,3.0,4.0,3.0,2.0,3.0,T18
tt1320291,movie,2010,94.0,"Adventure,Drama,Horror",5.8,1.0,3.0,3.0,1.0,3.0,T16
tt0310357,movie,2003,100.0,"Drama,Horror,Thriller",6.1,2.0,3.0,2.0,2.0,3.0,T13
tt0205271,movie,2000,122.0,"Comedy,Drama,Romance",4.7,3.0,1.0,2.0,2.0,1.0,K
tt0273517,movie,2002,88.0,Horror,5.4,1.0,3.0,2.0,1.0,3.0,T16
tt2368254,movie,2018,110.0,"Biography,Drama,War",6.7,3.0,3.0,3.0,3.0,3.0,T16
tt0084329,movie,1982,88.0,Comedy,6.6,2.0,2.0,2.0,2.0,2.0,T16
tt1654523,movie,2013,111.0,"Mystery,Romance,Thriller",6.8,2.0,2.0,1.0,2.0,2.0,T16
tt2338454,movie,2017,92.0,"Comedy,Drama,Fantasy",5.6,1.0,1.0,2.0,1.0,1.0,K
tt0091306,movie,1986,105.0,"Comedy,Romance,Thriller",5.9,2.0,2.0,4.0,2.0,2.0,T16
tt0098354,movie,1989,99.0,"Comedy,Horror",6.5,4.0,4.0,3.0,2.0,4.0,T18
tt0259393,movie,2001,121.0,"Drama,Mystery,Romance",7.2,3.0,2.0,3.0,3.0,2.0,T16
tt0071771,movie,1974,121.0,"Comedy,Crime,Drama",7.1,2.0,3.0,3.0,2.0,2.0,T18
tt0057187,movie,1963,147.0,"Comedy,Romance",7.3,2.0,2.0,1.0,2.0,1.0,T18
tt0077355,movie,1978,113.0,"Drama,Mystery,Thriller",6.9,2.0,3.0,2.0,2.0,3.0,P
tt4411596,movie,2017,106.0,"Drama,Mystery,Romance",6.0,2.0,2.0,2.0,2.0,2.0,K
tt1472584,movie,2016,92.0,"Action,Adventure,Fantasy",4.6,1.0,2.0,2.0,1.0,1.0,T13
tt7214954,movie,2022,105.0,"Adventure,Animation,Comedy",6.4,1.0,1.0,1.0,1.0,2.0,P
tt3733774,movie,2016,92.0,"Crime,Thriller",5.4,3.0,3.0,4.0,3.0,2.0,T16
tt0134067,movie,1998,79.0,"Adventure,Animation,Comedy",5.9,2.0,2.0,1.0,1.0,2.0,P
tt6462958,movie,2022,116.0,"Comedy,Romance",6.6,2.0,2.0,3.0,3.0,1.0,T16
tt3501112,movie,2017,88.0,"Action,Crime,Thriller",5.7,1.0,4.0,4.0,1.0,3.0,T16
tt0381940,movie,2009,112.0,"Mystery,Sci-Fi,Thriller",6.1,1.0,2.0,2.0,1.0,2.0,K
tt0145734,movie,1998,121.0,"Comedy,Drama,Romance",7.0,2.0,1.0,3.0,3.0,1.0,T16
tt0022958,movie,1932,112.0,"Drama,Romance",7.3,1.0,2.0,1.0,2.0,2.0,T18
tt0896534,movie,2008,101.0,Horror,5.5,4.0,4.0,4.0,2.0,4.0,T16
tt8632862,movie,2018,128.0,Documentary,7.1,1.0,2.0,4.0,1.0,1.0,T16
tt5013984,movie,2019,84.0,"Crime,Drama",2.3,4.0,4.0,4.0,4.0,4.0,T16
tt0054389,movie,1960,81.0,"Crime,Drama,Thriller",7.4,2.0,2.0,2.0,2.0,2.0,T18
tt1362058,movie,2012,88.0,"Action,Comedy,Horror",5.9,1.0,4.0,4.0,1.0,2.0,T16
tt14376344,movie,2022,107.0,"Comedy,Drama",7.3,3.0,2.0,3.0,3.0,2.0,T16
tt0058430,movie,1964,103.0,"Drama,Horror,Thriller",7.9,3.0,3.0,2.0,2.0,3.0,T16
tt0076590,movie,1977,91.0,"Horror,Sci-Fi",6.3,2.0,4.0,2.0,2.0,3.0,T18
tt8143990,movie,2020,104.0,"Comedy,Crime,Drama",6.4,2.0,1.0,2.0,1.0,1.0,T16
tt1935896,movie,2012,129.0,"Comedy,Horror",4.7,4.0,4.0,4.0,4.0,4.0,T18
tt10242388,movie,2022,95.0,"Action,Drama,Mystery",5.6,1.0,2.0,4.0,2.0,3.0,T16
tt0025452,movie,1934,75.0,"Crime,Mystery,Thriller",6.7,1.0,2.0,1.0,3.0,2.0,T18
tt0058888,movie,1965,185.0,Drama,8.3,2.0,3.0,1.0,2.0,2.0,T18
tt0067741,movie,1971,100.0,"Action,Crime,Thriller",6.6,2.0,3.0,3.0,3.0,2.0,T18
tt5206260,movie,2020,90.0,"Adventure,Animation,Comedy",6.3,1.0,2.0,1.0,1.0,2.0,P
tt0071970,movie,1974,102.0,"Drama,Thriller",7.1,2.0,2.0,3.0,2.0,2.0,P
tt2401097,movie,2015,94.0,"Action,Crime,Drama",5.6,2.0,3.0,3.0,2.0,3.0,T13
tt0039420,movie,1947,104.0,"Comedy,Drama,Fantasy",7.8,1.0,1.0,1.0,1.0,1.0,T18
tt0065088,movie,1969,129.0,Drama,7.8,2.0,3.0,2.0,2.0,3.0,P
tt0027125,movie,1935,101.0,"Comedy,Musical,Romance",7.7,1.0,1.0,1.0,2.0,1.0,P
tt3608930,movie,2016,104.0,"Action,Western",6.1,1.0,4.0,3.0,2.0,3.0,T16
tt1124039,movie,2009,105.0,"Action,Crime,Thriller",5.7,2.0,2.0,4.0,2.0,3.0,T13
tt3062074,tvMovie,2014,95.0,"Action,Adventure,Comedy",4.0,1.0,4.0,2.0,2.0,2.0,T18
tt0065377,movie,1970,137.0,"Action,Drama,Thriller",6.6,1.0,2.0,2.0,2.0,2.0,T18
tt1536410,movie,2011,103.0,"Crime,Drama,Mystery",5.7,2.0,3.0,3.0,2.0,4.0,T16
tt2389182,movie,2013,88.0,"Comedy,Crime,Drama",6.7,3.0,4.0,4.0,4.0,3.0,T13
tt0285175,movie,2005,85.0,"Crime,Drama",5.5,4.0,3.0,4.0,3.0,3.0,T16
tt8980602,movie,2020,100.0,"Comedy,Drama,Mystery",7.0,2.0,2.0,3.0,3.0,2.0,T16
tt0054248,movie,1960,179.0,"Crime,Drama,Sport",8.2,2.0,2.0,2.0,3.0,3.0,T18
tt3708886,movie,2016,98.0,"Action,Comedy,Crime",5.8,3.0,3.0,4.0,4.0,2.0,T16
tt0113552,movie,1995,101.0,"Crime,Drama,Thriller",5.9,3.0,3.0,4.0,2.0,3.0,T16
tt2383068,movie,2013,99.0,"Horror,Thriller",6.1,1.0,3.0,3.0,3.0,4.0,T16
tt4951982,movie,2018,117.0,"Action,Adventure,Drama",6.6,1.0,2.0,2.0,2.0,3.0,T16
tt0387412,movie,2004,141.0,"Documentary,Music",7.5,2.0,1.0,4.0,2.0,2.0,T13
tt7736496,movie,2020,122.0,"Family,Fantasy,Musical",6.4,1.0,1.0,1.0,1.0,1.0,K
tt0090966,movie,1986,103.0,Comedy,6.2,3.0,2.0,3.0,2.0,1.0,T16
tt0437405,movie,2009,110.0,"Comedy,Drama",6.5,2.0,2.0,3.0,2.0,2.0,T16
tt6198946,movie,2019,90.0,"Drama,Horror,Mystery",5.6,1.0,2.0,2.0,1.0,3.0,T16
tt0393735,movie,2006,98.0,"Comedy,Family,Fantasy",4.4,2.0,2.0,2.0,1.0,2.0,K
tt0166175,movie,1999,96.0,"Comedy,Drama",6.9,3.0,3.0,4.0,2.0,3.0,T16
tt1596342,movie,2022,119.0,"Adventure,Animation,Comedy",5.6,1.0,2.0,1.0,1.0,2.0,K
tt4908644,movie,2015,102.0,Documentary,8.3,2.0,4.0,2.0,1.0,4.0,T13
tt0101698,movie,1991,112.0,"Comedy,Drama,Fantasy",7.2,2.0,1.0,2.0,1.0,2.0,K
tt6338498,movie,2021,95.0,"Adventure,Animation,Comedy",6.7,1.0,1.0,1.0,1.0,1.0,P
tt6217608,movie,2017,104.0,"Drama,Western",7.4,1.0,2.0,3.0,3.0,2.0,T16
tt0079766,movie,1979,120.0,"Drama,Music",7.2,3.0,3.0,4.0,4.0,3.0,T16
tt0913445,movie,2007,87.0,"Comedy,Drama,Romance",6.2,4.0,1.0,3.0,2.0,1.0,T18
tt8649186,movie,2019,115.0,Drama,7.7,3.0,3.0,3.0,3.0,3.0,T13
tt1663207,movie,2013,98.0,"Comedy,Crime",5.8,3.0,2.0,3.0,2.0,2.0,T16
tt1337057,movie,2009,85.0,"Action,Crime,Thriller",6.2,1.0,4.0,4.0,2.0,4.0,T16
tt2390237,movie,2014,98.0,"Comedy,Romance,Sport",6.2,2.0,2.0,3.0,3.0,1.0,T16
tt0057261,movie,1963,92.0,"Adventure,Drama,Thriller",6.9,2.0,3.0,2.0,1.0,3.0,T18
tt1032825,movie,2009,119.0,Drama,6.3,2.0,1.0,4.0,2.0,2.0,T16
tt0482629,movie,2006,118.0,"Drama,Family,Romance",7.3,1.0,2.0,2.0,2.0,2.0,K
tt3449292,movie,2015,120.0,"Biography,Drama",8.0,2.0,2.0,2.0,2.0,2.0,T13
tt0144640,movie,1999,98.0,"Comedy,Romance",6.0,2.0,2.0,2.0,3.0,1.0,T13
tt1680114,movie,2011,119.0,"Biography,Crime,Drama",6.6,4.0,4.0,4.0,4.0,4.0,T18
tt0060397,movie,1966,100.0,"Adventure,Family,Sci-Fi",6.8,1.0,2.0,1.0,2.0,2.0,P
tt1928330,movie,2012,90.0,"Action,Comedy,Crime",5.4,3.0,4.0,4.0,3.0,3.0,T16
tt0120263,movie,2000,98.0,"Comedy,Drama",7.5,3.0,2.0,1.0,3.0,2.0,T13
tt0264508,movie,2001,98.0,"Fantasy,Horror,Mystery",6.2,3.0,4.0,3.0,2.0,4.0,T16
tt0087892,movie,1984,164.0,"Adventure,Drama,History",7.3,1.0,1.0,2.0,1.0,2.0,K
tt0099385,movie,1990,89.0,"Action,Crime,Mystery",5.7,2.0,4.0,3.0,2.0,2.0,T18
tt0435680,movie,2006,89.0,"Crime,Drama,Romance",6.7,3.0,4.0,4.0,4.0,3.0,T16
tt0995868,movie,2016,107.0,"Biography,Drama,Sport",7.1,1.0,2.0,1.0,2.0,1.0,K
tt0108101,movie,1993,131.0,"Biography,Drama,Romance",7.4,1.0,1.0,1.0,2.0,2.0,K
tt0100485,movie,1990,124.0,"Action,Crime,Drama",6.2,3.0,4.0,3.0,3.0,3.0,T18
tt0220099,movie,2000,77.0,"Adventure,Animation,Comedy",6.3,1.0,2.0,1.0,2.0,3.0,P
tt0061385,movie,1967,106.0,"Comedy,Romance",7.0,2.0,1.0,1.0,2.0,1.0,T18
tt0085154,movie,1983,91.0,"Drama,Romance,Sport",5.9,3.0,2.0,2.0,2.0,1.0,T18
tt5814592,movie,2017,71.0,"Comedy,Drama",6.5,1.0,2.0,3.0,3.0,2.0,T16
tt0080549,movie,1980,124.0,"Biography,Drama,Music",7.5,3.0,2.0,3.0,3.0,2.0,K
tt14592064,movie,2022,95.0,"Comedy,Sport",6.0,1.0,1.0,2.0,2.0,1.0,K
tt1839654,movie,2012,109.0,"Comedy,Drama",6.9,1.0,1.0,2.0,2.0,1.0,K
tt2764784,movie,2014,98.0,"Drama,History,Music",7.3,1.0,2.0,2.0,2.0,2.0,T13
tt0315642,movie,2016,103.0,"Action,Crime,Drama",7.1,1.0,3.0,2.0,2.0,3.0,K
tt0091983,movie,1986,114.0,"Comedy,Crime,Romance",6.9,2.0,3.0,3.0,2.0,2.0,T18
tt2183034,movie,2014,91.0,"Adventure,Family,Sci-Fi",5.7,2.0,2.0,2.0,2.0,2.0,K
tt0073018,movie,1975,119.0,"Action,Crime,Drama",6.7,1.0,3.0,4.0,4.0,3.0,T18
tt0358456,movie,2005,95.0,Documentary,8.6,1.0,4.0,4.0,2.0,4.0,T16
tt0248408,movie,2001,87.0,"Comedy,Western",6.7,3.0,2.0,2.0,2.0,1.0,K
tt0068768,movie,1972,88.0,Western,6.4,1.0,2.0,2.0,2.0,1.0,P
tt9231040,movie,2019,122.0,"Drama,Western",7.1,1.0,2.0,2.0,2.0,2.0,T13
tt1332134,movie,2010,116.0,"Action,Drama",7.5,2.0,3.0,2.0,2.0,3.0,K
tt14060094,movie,2022,104.0,"Action,Drama,Thriller",4.8,1.0,3.0,2.0,2.0,2.0,T16
tt12877640,movie,2021,95.0,"Drama,Horror,Mystery",5.7,2.0,4.0,3.0,2.0,4.0,T16
tt0056241,movie,1962,106.0,"Biography,Drama",8.1,1.0,2.0,1.0,1.0,2.0,P
tt3721954,movie,2016,115.0,"Biography,Drama,Romance",7.6,2.0,2.0,2.0,2.0,2.0,T13
tt10763820,movie,2021,107.0,"Action,Crime,Drama",5.7,2.0,3.0,3.0,3.0,2.0,T13
tt0493949,movie,2010,104.0,"Comedy,Drama,Family",6.5,1.0,2.0,1.0,1.0,2.0,P
tt3210686,movie,2014,138.0,"Biography,Drama,History",5.7,1.0,4.0,1.0,2.0,3.0,T16
tt0076257,movie,1977,83.0,Comedy,6.4,4.0,3.0,3.0,2.0,2.0,T18
tt4479380,movie,2021,124.0,"Action,Thriller",5.2,1.0,3.0,3.0,2.0,3.0,T16
tt0116731,movie,1996,118.0,"Crime,Drama,Thriller",5.7,2.0,3.0,3.0,2.0,3.0,T16
tt2245003,movie,2015,112.0,"Comedy,Drama,Romance",6.8,2.0,1.0,3.0,2.0,2.0,T13
tt0291579,movie,2002,92.0,"Romance,Thriller",7.1,2.0,2.0,2.0,2.0,3.0,T13
tt5278506,movie,2016,92.0,"Crime,Documentary,Mystery",7.5,2.0,1.0,3.0,2.0,3.0,T16
tt0095889,movie,1988,98.0,"Horror,Thriller",4.7,2.0,3.0,2.0,2.0,3.0,K
tt3895884,tvMovie,2015,43.0,"Comedy,Sport",7.1,4.0,2.0,4.0,3.0,2.0,T16
tt7983894,movie,2020,120.0,"Biography,Drama,History",6.5,4.0,1.0,2.0,1.0,1.0,T16
tt3520418,movie,2015,84.0,"Horror,Mystery",5.7,1.0,4.0,3.0,2.0,3.0,T18
tt0470055,movie,2006,95.0,"Adventure,Drama,Horror",5.2,3.0,3.0,3.0,2.0,4.0,T16
tt0920458,movie,2008,130.0,"Action,Drama,History",7.2,3.0,4.0,3.0,4.0,3.0,T13
tt0080025,movie,1979,112.0,"Adventure,Drama,Sci-Fi",7.1,2.0,3.0,2.0,1.0,2.0,P
tt2788716,movie,2014,87.0,"Comedy,Drama",5.9,3.0,2.0,4.0,3.0,3.0,T16
tt6017756,movie,2019,109.0,"Biography,Drama,Romance",6.2,2.0,2.0,2.0,2.0,2.0,T13
tt12873562,movie,2022,105.0,"Horror,Thriller",5.3,3.0,3.0,2.0,2.0,3.0,T18
tt0953318,movie,2007,93.0,"Drama,Thriller",7.3,2.0,3.0,2.0,2.0,2.0,T13
tt0302674,movie,2002,103.0,"Adventure,Drama,Mystery",6.0,1.0,2.0,3.0,1.0,3.0,T16
tt0039190,movie,1947,109.0,"Comedy,Drama,Fantasy",7.6,1.0,1.0,1.0,2.0,1.0,P
tt0803057,movie,2008,86.0,Comedy,5.6,2.0,1.0,3.0,2.0,1.0,T16
tt0095897,movie,1988,97.0,"Action,Crime,Mystery",5.9,2.0,3.0,3.0,2.0,2.0,T16
tt1016268,movie,2005,110.0,"Biography,Documentary,History",7.6,3.0,1.0,3.0,2.0,1.0,T16
tt1369845,tvMovie,2009,94.0,"Action,Adventure,Comedy",6.2,2.0,1.0,1.0,2.0,1.0,P
tt3707104,movie,2016,106.0,"Drama,Fantasy,Thriller",5.8,1.0,3.0,2.0,2.0,3.0,T13
tt2039345,movie,2013,90.0,"Drama,Music,Mystery",5.9,1.0,2.0,3.0,1.0,3.0,T16
