tconst,titleType,startYear,runtimeMinutes,genres,averageRating,sex_code,violence_code,profanity_code,drug_code,intense_code,final_certificate
tt0111161,movie,1994,142.0,Drama,9.3,2.0,3.0,4.0,2.0,3.0,T16
tt0468569,movie,2008,152.0,"Action,Crime,Drama",9.0,1.0,3.0,2.0,2.0,4.0,K
tt1375666,movie,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1.0,3.0,2.0,2.0,3.0,T16
tt0137523,movie,1999,139.0,Drama,8.8,3.0,4.0,4.0,3.0,4.0,T16
tt0109830,movie,1994,142.0,"Drama,Romance",8.8,3.0,3.0,3.0,3.0,3.0,T13
tt0110912,movie,1994,154.0,"Crime,Drama",8.9,3.0,4.0,4.0,4.0,3.0,T18
tt0133093,movie,1999,136.0,"Action,Sci-Fi",8.7,2.0,3.0,3.0,2.0,3.0,T16
tt0120737,movie,2001,178.0,"Action,Adventure,Drama",8.8,1.0,3.0,1.0,2.0,3.0,P
tt0068646,movie,1972,175.0,"Crime,Drama",9.2,3.0,4.0,3.0,2.0,3.0,T18
tt0167260,movie,2003,201.0,"Action,Adventure,Drama",9.0,1.0,3.0,1.0,2.0,3.0,K
tt0816692,movie,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1.0,2.0,2.0,1.0,3.0,T13
tt1345836,movie,2012,164.0,"Action,Drama",8.4,2.0,3.0,2.0,2.0,3.0,T13
tt0167261,movie,2002,179.0,"Action,Adventure,Drama",8.8,1.0,3.0,1.0,2.0,3.0,P
tt0114369,movie,1995,127.0,"Crime,Drama,Mystery",8.6,2.0,4.0,4.0,2.0,4.0,T18
tt1853728,movie,2012,165.0,"Drama,Western",8.4,3.0,4.0,4.0,2.0,4.0,T16
tt0172495,movie,2000,155.0,"Action,Adventure,Drama",8.5,2.0,4.0,2.0,1.0,4.0,T18
tt0372784,movie,2005,140.0,"Action,Crime,Drama",8.2,1.0,3.0,2.0,2.0,3.0,T13
tt0361748,movie,2009,153.0,"Adventure,Drama,War",8.3,2.0,4.0,4.0,2.0,4.0,T18
tt0102926,movie,1991,118.0,"Crime,Drama,Thriller",8.6,3.0,4.0,3.0,1.0,4.0,T18
tt0993846,movie,2013,180.0,"Biography,Comedy,Crime",8.2,4.0,3.0,4.0,4.0,3.0,T16
tt0120815,movie,1998,169.0,"Drama,War",8.6,1.0,4.0,3.0,2.0,4.0,T16
tt0848228,movie,2012,143.0,"Action,Adventure,Sci-Fi",8.0,1.0,3.0,2.0,2.0,2.0,P
tt0076759,movie,1977,121.0,"Action,Adventure,Fantasy",8.6,1.0,2.0,1.0,2.0,2.0,P
tt0108052,movie,1993,195.0,"Biography,Drama,History",9.0,4.0,4.0,3.0,3.0,4.0,T16
tt0482571,movie,2006,130.0,"Drama,Mystery,Sci-Fi",8.5,2.0,3.0,2.0,2.0,3.0,T13
tt0407887,movie,2006,151.0,"Crime,Drama,Thriller",8.5,3.0,4.0,4.0,3.0,4.0,T16
tt1130884,movie,2010,138.0,"Mystery,Thriller",8.2,2.0,4.0,3.0,3.0,4.0,T13
tt0120689,movie,1999,189.0,"Crime,Drama,Fantasy",8.6,2.0,4.0,3.0,2.0,4.0,T16
tt0499549,movie,2009,162.0,"Action,Adventure,Fantasy",7.9,2.0,3.0,3.0,2.0,3.0,T13
tt0080684,movie,1980,124.0,"Action,Adventure,Fantasy",8.7,1.0,2.0,1.0,1.0,3.0,P
tt7286456,movie,2019,122.0,"Crime,Drama,Thriller",8.4,2.0,4.0,3.0,3.0,4.0,T18
tt0071562,movie,1974,202.0,"Crime,Drama",9.0,2.0,4.0,3.0,2.0,3.0,T18
tt0209144,movie,2000,113.0,"Mystery,Thriller",8.4,2.0,3.0,4.0,2.0,3.0,T18
tt0088763,movie,1985,116.0,"Adventure,Comedy,Sci-Fi",8.5,2.0,2.0,3.0,2.0,2.0,K
tt2015381,movie,2014,121.0,"Action,Adventure,Comedy",8.0,2.0,3.0,3.0,2.0,2.0,T13
tt0120338,movie,1997,194.0,"Drama,Romance",7.9,3.0,3.0,3.0,2.0,4.0,T13
tt0099685,movie,1990,145.0,"Biography,Crime,Drama",8.7,2.0,4.0,4.0,4.0,4.0,T18
tt0110413,movie,1994,110.0,"Action,Crime,Drama",8.5,2.0,4.0,3.0,3.0,3.0,T16
tt0169547,movie,1999,122.0,Drama,8.4,4.0,3.0,4.0,3.0,3.0,T13
tt4154796,movie,2019,181.0,"Action,Adventure,Drama",8.4,1.0,3.0,2.0,2.0,3.0,T13
tt0325980,movie,2003,143.0,"Action,Adventure,Fantasy",8.1,2.0,3.0,2.0,3.0,3.0,P
tt0120586,movie,1998,119.0,"Crime,Drama",8.5,4.0,4.0,4.0,3.0,4.0,T18
tt0434409,movie,2005,132.0,"Action,Drama,Sci-Fi",8.2,2.0,4.0,3.0,2.0,3.0,T13
tt0266697,movie,2003,111.0,"Action,Crime,Drama",8.2,2.0,4.0,4.0,2.0,3.0,T16
tt0910970,movie,2008,98.0,"Adventure,Animation,Family",8.4,1.0,2.0,1.0,1.0,2.0,P
tt0103064,movie,1991,137.0,"Action,Sci-Fi",8.6,2.0,4.0,3.0,2.0,3.0,T16
tt0114814,movie,1995,106.0,"Crime,Drama,Mystery",8.5,2.0,3.0,4.0,3.0,3.0,T16
tt0120382,movie,1998,103.0,"Comedy,Drama",8.2,1.0,1.0,2.0,2.0,2.0,T13
tt4154756,movie,2018,149.0,"Action,Adventure,Sci-Fi",8.4,1.0,3.0,2.0,1.0,3.0,T16
tt0371746,movie,2008,126.0,"Action,Adventure,Sci-Fi",7.9,2.0,3.0,2.0,2.0,3.0,T13
tt0110357,movie,1994,88.0,"Adventure,Animation,Drama",8.5,1.0,2.0,1.0,1.0,3.0,K
tt0086190,movie,1983,131.0,"Action,Adventure,Fantasy",8.3,2.0,2.0,1.0,2.0,2.0,P
tt1049413,movie,2009,96.0,"Adventure,Animation,Comedy",8.3,1.0,2.0,1.0,1.0,3.0,P
tt0266543,movie,2003,100.0,"Adventure,Animation,Comedy",8.2,1.0,2.0,1.0,1.0,3.0,P
tt1431045,movie,2016,108.0,"Action,Adventure,Comedy",8.0,4.0,4.0,4.0,2.0,3.0,T18
tt0112573,movie,1995,178.0,"Biography,Drama,History",8.4,3.0,4.0,3.0,2.0,4.0,T13
tt0081505,movie,1980,146.0,"Drama,Horror",8.4,3.0,4.0,3.0,2.0,4.0,T18
tt0105236,movie,1992,99.0,"Crime,Thriller",8.3,2.0,4.0,4.0,2.0,3.0,T18
tt0338013,movie,2004,108.0,"Drama,Romance,Sci-Fi",8.3,2.0,2.0,3.0,2.0,2.0,T16
tt0073486,movie,1975,133.0,Drama,8.7,2.0,3.0,4.0,2.0,4.0,T18
tt1392190,movie,2015,120.0,"Action,Adventure,Sci-Fi",8.1,2.0,3.0,2.0,2.0,3.0,T16
tt0114709,movie,1995,81.0,"Adventure,Animation,Comedy",8.3,1.0,2.0,1.0,1.0,2.0,P
tt0167404,movie,1999,107.0,"Drama,Mystery,Thriller",8.2,2.0,3.0,2.0,2.0,3.0,T18
tt0107290,movie,1993,127.0,"Action,Adventure,Sci-Fi",8.2,1.0,3.0,2.0,2.0,3.0,T13
tt0264464,movie,2002,141.0,"Biography,Crime,Drama",8.1,3.0,2.0,2.0,2.0,2.0,T18
tt2267998,movie,2014,149.0,"Drama,Mystery,Thriller",8.1,4.0,4.0,4.0,2.0,4.0,T18
tt0477348,movie,2007,122.0,"Crime,Drama,Thriller",8.2,1.0,4.0,2.0,2.0,4.0,T16
tt0119217,movie,1997,126.0,"Drama,Romance",8.3,2.0,2.0,4.0,2.0,2.0,T13
tt0082971,movie,1981,115.0,"Action,Adventure",8.4,2.0,3.0,2.0,2.0,3.0,T18
tt0268978,movie,2001,135.0,"Biography,Drama",8.2,2.0,2.0,2.0,2.0,3.0,T13
tt2488496,movie,2015,138.0,"Action,Adventure,Sci-Fi",7.8,1.0,3.0,2.0,1.0,3.0,T13
tt1392170,movie,2012,142.0,"Action,Adventure,Sci-Fi",7.2,1.0,3.0,2.0,2.0,3.0,C
tt0198781,movie,2001,92.0,"Adventure,Animation,Comedy",8.1,1.0,2.0,1.0,1.0,2.0,P
tt0095016,movie,1988,132.0,"Action,Thriller",8.2,2.0,4.0,4.0,3.0,3.0,T18
tt0078748,movie,1979,117.0,"Horror,Sci-Fi",8.5,2.0,3.0,3.0,2.0,4.0,T13
tt1201607,movie,2011,130.0,"Adventure,Family,Fantasy",8.1,1.0,3.0,2.0,1.0,3.0,P
tt0088247,movie,1984,107.0,"Action,Sci-Fi",8.1,3.0,4.0,3.0,2.0,3.0,T18
tt2395427,movie,2015,141.0,"Action,Adventure,Sci-Fi",7.3,2.0,3.0,2.0,2.0,3.0,T13
tt2582802,movie,2014,106.0,"Drama,Music",8.5,1.0,2.0,4.0,2.0,3.0,T16
tt1675434,movie,2011,112.0,"Biography,Comedy,Drama",8.5,2.0,2.0,3.0,3.0,2.0,T16
tt0208092,movie,2000,104.0,"Comedy,Crime",8.2,2.0,3.0,4.0,2.0,2.0,T18
tt3659388,movie,2015,144.0,"Adventure,Drama,Sci-Fi",8.0,2.0,2.0,3.0,2.0,2.0,T13
tt1300854,movie,2013,130.0,"Action,Adventure,Sci-Fi",7.1,2.0,3.0,2.0,2.0,3.0,T13
tt0800369,movie,2011,115.0,"Action,Adventure,Fantasy",7.0,1.0,2.0,2.0,2.0,2.0,K
tt1843866,movie,2014,136.0,"Action,Adventure,Sci-Fi",7.8,1.0,3.0,2.0,2.0,3.0,T13
tt0458339,movie,2011,124.0,"Action,Adventure,Sci-Fi",6.9,2.0,3.0,2.0,1.0,2.0,T13
tt1010048,movie,2008,120.0,"Crime,Drama,Romance",8.0,2.0,3.0,3.0,3.0,3.0,T16
tt0180093,movie,2000,102.0,Drama,8.3,4.0,4.0,4.0,4.0,4.0,T18
tt0086250,movie,1983,170.0,"Crime,Drama",8.3,3.0,4.0,4.0,4.0,4.0,T18
tt0435761,movie,2010,103.0,"Adventure,Animation,Comedy",8.3,1.0,2.0,1.0,1.0,3.0,P
tt0075314,movie,1976,114.0,"Crime,Drama",8.2,3.0,4.0,4.0,3.0,4.0,T18
tt0253474,movie,2002,150.0,"Biography,Drama,Music",8.5,1.0,4.0,2.0,2.0,4.0,T16
tt0066921,movie,1971,136.0,"Crime,Sci-Fi",8.3,4.0,4.0,3.0,3.0,4.0,T18
tt0903624,movie,2012,169.0,"Adventure,Fantasy",7.8,1.0,3.0,1.0,2.0,3.0,T13
tt1454468,movie,2013,91.0,"Drama,Sci-Fi,Thriller",7.7,1.0,3.0,3.0,1.0,3.0,T13
tt0416449,movie,2006,117.0,"Action,Drama",7.6,3.0,4.0,2.0,1.0,4.0,T18
tt0145487,movie,2002,121.0,"Action,Adventure,Sci-Fi",7.4,2.0,3.0,2.0,1.0,3.0,T13
tt1228705,movie,2010,124.0,"Action,Adventure,Sci-Fi",6.9,2.0,3.0,2.0,2.0,3.0,T13
tt2278388,movie,2014,99.0,"Adventure,Comedy,Crime",8.1,3.0,3.0,3.0,2.0,2.0,P
tt0118715,movie,1998,117.0,"Comedy,Crime",8.1,3.0,2.0,4.0,3.0,2.0,T16
tt0120915,movie,1999,136.0,"Action,Adventure,Fantasy",6.5,1.0,2.0,1.0,1.0,2.0,K
tt1663202,movie,2015,156.0,"Action,Adventure,Drama",8.0,2.0,4.0,3.0,2.0,4.0,T16
tt6751668,movie,2019,132.0,"Drama,Thriller",8.5,3.0,4.0,3.0,2.0,3.0,T18
tt0246578,movie,2001,113.0,"Drama,Mystery,Sci-Fi",8.0,2.0,3.0,3.0,3.0,3.0,P
tt0121766,movie,2005,140.0,"Action,Adventure,Fantasy",7.6,1.0,3.0,1.0,1.0,3.0,K
tt0050083,movie,1957,96.0,"Crime,Drama",9.0,1.0,1.0,1.0,2.0,2.0,T13
tt3498820,movie,2016,147.0,"Action,Adventure,Sci-Fi",7.8,1.0,3.0,2.0,2.0,3.0,T16
tt1119646,movie,2009,100.0,Comedy,7.7,3.0,2.0,4.0,3.0,2.0,K
tt0241527,movie,2001,152.0,"Adventure,Family,Fantasy",7.6,1.0,2.0,2.0,1.0,2.0,P
tt1205489,movie,2008,116.0,Drama,8.1,2.0,3.0,4.0,2.0,3.0,T16
tt1825683,movie,2018,134.0,"Action,Adventure,Sci-Fi",7.3,1.0,3.0,2.0,1.0,3.0,T16
tt0770828,movie,2013,143.0,"Action,Adventure,Sci-Fi",7.1,1.0,3.0,2.0,2.0,3.0,T13
tt2084970,movie,2014,114.0,"Biography,Drama,Thriller",8.0,1.0,2.0,2.0,2.0,2.0,T13
tt0083658,movie,1982,117.0,"Action,Drama,Sci-Fi",8.1,3.0,3.0,2.0,2.0,3.0,P
tt0401792,movie,2005,124.0,"Crime,Thriller",8.0,3.0,4.0,3.0,3.0,4.0,T18
tt0947798,movie,2010,108.0,"Drama,Thriller",8.0,4.0,4.0,3.0,3.0,4.0,T13
tt3315342,movie,2017,137.0,"Action,Drama,Sci-Fi",8.1,2.0,4.0,4.0,3.0,4.0,T18
tt0245429,movie,2001,125.0,"Adventure,Animation,Family",8.6,1.0,2.0,1.0,2.0,3.0,P
tt0060196,movie,1966,161.0,"Adventure,Western",8.8,1.0,3.0,2.0,2.0,3.0,T18
tt0480249,movie,2007,101.0,"Action,Drama,Sci-Fi",7.2,1.0,3.0,2.0,1.0,3.0,T18
tt0378194,movie,2004,137.0,"Action,Crime,Thriller",8.0,2.0,4.0,4.0,3.0,3.0,T16
tt0211915,movie,2001,122.0,"Comedy,Romance",8.3,3.0,2.0,1.0,2.0,1.0,T18
tt0317248,movie,2002,130.0,"Crime,Drama",8.6,3.0,4.0,4.0,4.0,4.0,T18
tt10872600,movie,2021,148.0,"Action,Adventure,Fantasy",8.2,1.0,3.0,2.0,1.0,3.0,T13
tt0097576,movie,1989,127.0,"Action,Adventure",8.2,2.0,3.0,2.0,2.0,3.0,K
tt3501632,movie,2017,130.0,"Action,Adventure,Comedy",7.9,2.0,3.0,2.0,2.0,2.0,T13
tt1211837,movie,2016,115.0,"Action,Adventure,Fantasy",7.5,1.0,3.0,2.0,1.0,3.0,T16
tt0093058,movie,1987,116.0,"Drama,War",8.3,2.0,4.0,4.0,2.0,4.0,T16
tt0892769,movie,2010,98.0,"Action,Adventure,Animation",8.1,1.0,2.0,1.0,1.0,2.0,P
tt7131622,movie,2019,161.0,"Comedy,Drama",7.6,2.0,4.0,4.0,3.0,3.0,T18
tt0317705,movie,2004,115.0,"Action,Adventure,Animation",8.0,2.0,2.0,1.0,2.0,2.0,K
tt0382932,movie,2007,111.0,"Adventure,Animation,Comedy",8.1,1.0,2.0,1.0,2.0,2.0,P
tt0383574,movie,2006,151.0,"Action,Adventure,Fantasy",7.3,2.0,3.0,2.0,2.0,3.0,T13
tt1392214,movie,2013,153.0,"Crime,Drama,Mystery",8.1,1.0,4.0,4.0,2.0,4.0,T16
tt0090605,movie,1986,137.0,"Action,Adventure,Sci-Fi",8.4,1.0,3.0,3.0,2.0,4.0,T18
tt2096673,movie,2015,95.0,"Adventure,Animation,Comedy",8.2,1.0,1.0,1.0,1.0,2.0,P
tt1877832,movie,2014,132.0,"Action,Adventure,Sci-Fi",7.9,2.0,3.0,3.0,2.0,3.0,T13
tt0121765,movie,2002,142.0,"Action,Adventure,Fantasy",6.6,2.0,3.0,1.0,2.0,3.0,K
tt1045658,movie,2012,122.0,"Comedy,Drama,Romance",7.7,2.0,2.0,4.0,2.0,2.0,T16
tt1285016,movie,2010,120.0,"Biography,Drama",7.8,2.0,1.0,3.0,3.0,2.0,T13
tt2024544,movie,2013,134.0,"Biography,Drama,History",8.1,4.0,4.0,4.0,2.0,4.0,T18
tt2975590,movie,2016,151.0,"Action,Adventure,Sci-Fi",6.4,2.0,3.0,2.0,2.0,3.0,T16
tt1074638,movie,2012,143.0,"Action,Adventure,Thriller",7.8,3.0,3.0,2.0,2.0,3.0,T16
tt2543164,movie,2016,116.0,"Drama,Mystery,Sci-Fi",7.9,1.0,2.0,2.0,1.0,2.0,T13
tt0118799,movie,1997,116.0,"Comedy,Drama,Romance",8.6,1.0,2.0,1.0,2.0,3.0,T13
tt1270798,movie,2011,131.0,"Action,Adventure,Sci-Fi",7.7,2.0,3.0,3.0,2.0,3.0,T13
tt0117951,movie,1996,93.0,Drama,8.1,4.0,3.0,4.0,4.0,4.0,T16
tt0405159,movie,2004,132.0,"Drama,Sport",8.1,1.0,3.0,3.0,2.0,3.0,T13
tt1386697,movie,2016,123.0,"Action,Adventure,Fantasy",5.9,2.0,3.0,3.0,2.0,3.0,T16
tt1981115,movie,2013,112.0,"Action,Adventure,Fantasy",6.8,2.0,3.0,2.0,1.0,2.0,T13
tt3896198,movie,2017,136.0,"Action,Adventure,Comedy",7.6,2.0,3.0,2.0,2.0,3.0,T13
tt1136608,movie,2009,112.0,"Action,Sci-Fi,Thriller",7.9,2.0,4.0,4.0,2.0,4.0,T16
tt1504320,movie,2010,118.0,"Biography,Drama,History",8.0,1.0,1.0,3.0,2.0,1.0,T13
tt1631867,movie,2014,113.0,"Action,Adventure,Sci-Fi",7.9,2.0,3.0,2.0,2.0,3.0,T13
tt0126029,movie,2001,90.0,"Adventure,Animation,Comedy",7.9,2.0,2.0,2.0,2.0,2.0,P
tt0116282,movie,1996,98.0,"Crime,Thriller",8.1,3.0,4.0,4.0,2.0,3.0,T18
tt8946378,movie,2019,130.0,"Comedy,Crime,Drama",7.9,1.0,2.0,3.0,2.0,2.0,T16
tt0054215,movie,1960,109.0,"Horror,Mystery,Thriller",8.5,2.0,3.0,1.0,1.0,3.0,T13
tt0457430,movie,2006,118.0,"Drama,Fantasy,War",8.2,1.0,4.0,3.0,2.0,4.0,T16
tt0062622,movie,1968,149.0,"Adventure,Sci-Fi",8.3,1.0,2.0,1.0,1.0,3.0,K
tt0816711,movie,2013,116.0,"Action,Adventure,Horror",7.0,1.0,3.0,2.0,2.0,3.0,T16
tt2802144,movie,2014,129.0,"Action,Adventure,Comedy",7.7,2.0,4.0,4.0,2.0,3.0,T18
tt0478970,movie,2015,117.0,"Action,Adventure,Comedy",7.3,1.0,2.0,2.0,2.0,2.0,P
tt0078788,movie,1979,147.0,"Drama,Mystery,War",8.5,3.0,4.0,4.0,3.0,4.0,T16
tt1951264,movie,2013,146.0,"Action,Adventure,Sci-Fi",7.5,2.0,3.0,2.0,2.0,3.0,T16
tt1170358,movie,2013,161.0,"Adventure,Fantasy",7.8,1.0,3.0,1.0,2.0,3.0,T13
tt1670345,movie,2013,115.0,"Crime,Mystery,Thriller",7.2,2.0,2.0,2.0,2.0,2.0,T13
tt5013056,movie,2017,106.0,"Action,Drama,History",7.8,1.0,3.0,3.0,2.0,4.0,T16
tt0451279,movie,2017,141.0,"Action,Adventure,Fantasy",7.4,2.0,3.0,2.0,2.0,2.0,T13
tt0381061,movie,2006,144.0,"Action,Adventure,Thriller",8.0,3.0,3.0,2.0,2.0,3.0,T13
tt2250912,movie,2017,133.0,"Action,Adventure,Sci-Fi",7.4,2.0,2.0,2.0,1.0,2.0,T13
tt0948470,movie,2012,136.0,"Action,Adventure,Sci-Fi",6.9,2.0,3.0,2.0,2.0,3.0,T13
tt0113277,movie,1995,170.0,"Action,Crime,Drama",8.3,2.0,4.0,4.0,2.0,3.0,T16
tt0316654,movie,2004,127.0,"Action,Adventure,Sci-Fi",7.4,2.0,3.0,2.0,2.0,3.0,P
tt0449088,movie,2007,169.0,"Action,Adventure,Fantasy",7.1,2.0,3.0,2.0,2.0,3.0,T13
tt0421715,movie,2008,166.0,"Drama,Fantasy,Romance",7.8,3.0,2.0,2.0,2.0,2.0,T13
tt1877830,movie,2022,176.0,"Action,Crime,Drama",7.8,2.0,3.0,3.0,3.0,4.0,T16
tt0369610,movie,2015,124.0,"Action,Adventure,Sci-Fi",6.9,1.0,3.0,2.0,2.0,3.0,P
tt0780504,movie,2011,100.0,"Action,Drama",7.8,3.0,4.0,3.0,2.0,4.0,T16
tt3748528,movie,2016,133.0,"Action,Adventure,Sci-Fi",7.8,1.0,3.0,1.0,1.0,3.0,T13
tt0418279,movie,2007,144.0,"Action,Adventure,Sci-Fi",7.0,2.0,3.0,3.0,2.0,3.0,T13
tt0295297,movie,2002,161.0,"Adventure,Family,Fantasy",7.4,1.0,2.0,2.0,1.0,3.0,P
tt0304141,movie,2004,142.0,"Adventure,Family,Fantasy",7.9,1.0,3.0,2.0,2.0,3.0,P
tt1160419,movie,2021,155.0,"Action,Adventure,Drama",8.0,1.0,3.0,1.0,2.0,3.0,T13
tt0988045,movie,2009,128.0,"Action,Adventure,Mystery",7.6,2.0,3.0,2.0,2.0,3.0,T13
tt0440963,movie,2007,115.0,"Action,Mystery,Thriller",8.0,1.0,3.0,2.0,2.0,3.0,K
tt2911666,movie,2014,101.0,"Action,Crime,Thriller",7.4,1.0,4.0,4.0,2.0,3.0,T16
tt2527336,movie,2017,152.0,"Action,Adventure,Fantasy",6.9,1.0,3.0,2.0,2.0,3.0,T13
tt0107048,movie,1993,101.0,"Comedy,Drama,Fantasy",8.1,2.0,2.0,2.0,2.0,2.0,K
tt0454876,movie,2012,127.0,"Adventure,Drama,Fantasy",7.9,1.0,3.0,1.0,1.0,3.0,P
tt2562232,movie,2014,119.0,"Comedy,Drama",7.7,3.0,2.0,4.0,3.0,2.0,T18
tt0330373,movie,2005,157.0,"Adventure,Family,Fantasy",7.7,1.0,3.0,2.0,1.0,3.0,K
tt2294629,movie,2013,102.0,"Adventure,Animation,Comedy",7.4,1.0,2.0,1.0,1.0,2.0,P
tt0144084,movie,2000,102.0,"Crime,Drama,Horror",7.6,4.0,4.0,4.0,4.0,4.0,T16
tt0758758,movie,2007,148.0,"Adventure,Biography,Drama",8.1,3.0,2.0,3.0,2.0,3.0,T16
tt0114746,movie,1995,129.0,"Mystery,Sci-Fi,Thriller",8.0,2.0,3.0,3.0,1.0,3.0,T18
tt1637725,movie,2012,106.0,Comedy,6.9,3.0,2.0,4.0,4.0,1.0,T16
tt0120903,movie,2000,104.0,"Action,Adventure,Sci-Fi",7.3,2.0,3.0,2.0,2.0,3.0,T16
tt1798709,movie,2013,126.0,"Drama,Romance,Sci-Fi",8.0,3.0,1.0,4.0,2.0,1.0,T18
tt1024648,movie,2012,120.0,"Biography,Drama,Thriller",7.7,2.0,3.0,3.0,2.0,3.0,T18
tt5052448,movie,2017,104.0,"Horror,Mystery,Thriller",7.7,2.0,4.0,4.0,2.0,4.0,T18
tt1446714,movie,2012,124.0,"Adventure,Mystery,Sci-Fi",7.0,2.0,4.0,3.0,2.0,4.0,T16
tt0073195,movie,1975,124.0,"Adventure,Thriller",8.1,2.0,4.0,2.0,2.0,4.0,T18
tt0936501,movie,2008,90.0,"Action,Crime,Thriller",7.8,3.0,4.0,2.0,3.0,4.0,T13
tt3460252,movie,2015,168.0,"Crime,Drama,Mystery",7.8,3.0,4.0,4.0,2.0,3.0,T18
tt0796366,movie,2009,127.0,"Action,Adventure,Sci-Fi",7.9,2.0,3.0,2.0,2.0,3.0,P
tt0234215,movie,2003,138.0,"Action,Sci-Fi",7.2,3.0,3.0,3.0,2.0,3.0,T16
tt0162222,movie,2000,143.0,"Adventure,Drama,Romance",7.8,1.0,3.0,2.0,1.0,3.0,P
tt0413300,movie,2007,139.0,"Action,Adventure,Sci-Fi",6.3,2.0,3.0,2.0,2.0,3.0,T13
tt0099785,movie,1990,103.0,"Comedy,Family",7.7,1.0,2.0,2.0,2.0,2.0,P
tt8579674,movie,2019,119.0,"Action,Drama,War",8.2,1.0,4.0,3.0,2.0,4.0,T16
tt3783958,movie,2016,128.0,"Comedy,Drama,Music",8.0,1.0,1.0,2.0,1.0,1.0,T13
tt0469494,movie,2007,158.0,Drama,8.2,1.0,3.0,2.0,2.0,3.0,K
tt5463162,movie,2018,119.0,"Action,Adventure,Comedy",7.7,3.0,4.0,4.0,3.0,3.0,T18
tt0373889,movie,2007,138.0,"Action,Adventure,Family",7.5,1.0,3.0,2.0,1.0,3.0,K
tt0119488,movie,1997,138.0,"Crime,Drama,Mystery",8.2,3.0,4.0,4.0,3.0,3.0,T16
tt0829482,movie,2007,113.0,Comedy,7.6,3.0,2.0,4.0,4.0,1.0,T18
tt0120735,movie,1998,107.0,"Action,Comedy,Crime",8.2,3.0,4.0,4.0,3.0,2.0,T18
tt0120363,movie,1999,92.0,"Adventure,Animation,Comedy",7.9,1.0,2.0,1.0,1.0,2.0,P
tt0364569,movie,2003,120.0,"Action,Drama,Mystery",8.4,4.0,4.0,3.0,2.0,4.0,T18
tt1156398,movie,2009,88.0,"Action,Comedy,Horror",7.6,2.0,4.0,4.0,3.0,3.0,T13
tt0075148,movie,1976,120.0,"Drama,Sport",8.1,2.0,3.0,2.0,2.0,3.0,T13
tt1276104,movie,2012,119.0,"Action,Drama,Sci-Fi",7.4,3.0,4.0,4.0,3.0,3.0,T16
tt0240772,movie,2001,116.0,"Crime,Thriller",7.7,2.0,2.0,3.0,2.0,2.0,T13
tt1856101,movie,2017,164.0,"Action,Drama,Mystery",8.0,3.0,3.0,3.0,2.0,3.0,T18
tt0116629,movie,1996,145.0,"Action,Adventure,Sci-Fi",7.0,2.0,3.0,2.0,2.0,3.0,T16
tt1219289,movie,2011,105.0,"Sci-Fi,Thriller",7.4,3.0,3.0,3.0,4.0,3.0,T13
tt0332280,movie,2004,123.0,"Drama,Romance",7.8,3.0,2.0,2.0,2.0,2.0,K
tt0034583,movie,1942,102.0,"Drama,Romance,War",8.5,1.0,2.0,1.0,2.0,2.0,T18
tt0119654,movie,1997,98.0,"Action,Adventure,Comedy",7.3,2.0,3.0,2.0,2.0,3.0,T13
tt1250777,movie,2010,117.0,"Action,Comedy,Crime",7.6,3.0,4.0,4.0,3.0,3.0,T13
tt4154664,movie,2019,123.0,"Action,Adventure,Sci-Fi",6.8,1.0,2.0,2.0,2.0,2.0,T13
tt1232829,movie,2012,109.0,"Action,Comedy,Crime",7.2,3.0,3.0,4.0,4.0,2.0,T16
tt0365748,movie,2004,99.0,"Comedy,Horror",7.9,2.0,4.0,4.0,3.0,3.0,T16
tt0181689,movie,2002,145.0,"Action,Crime,Mystery",7.6,3.0,3.0,3.0,2.0,3.0,T18
tt0409459,movie,2009,162.0,"Action,Drama,Mystery",7.6,4.0,4.0,4.0,2.0,4.0,T18
tt0290334,movie,2003,134.0,"Action,Adventure,Sci-Fi",7.4,2.0,3.0,2.0,2.0,3.0,K
tt0450259,movie,2006,143.0,"Adventure,Drama,Thriller",8.0,2.0,4.0,3.0,3.0,4.0,T13
tt0926084,movie,2010,146.0,"Adventure,Family,Fantasy",7.7,2.0,3.0,2.0,2.0,3.0,T13
tt1396484,movie,2017,135.0,Horror,7.3,2.0,4.0,4.0,2.0,4.0,T18
tt2872718,movie,2014,117.0,"Crime,Drama,Thriller",7.8,1.0,3.0,4.0,2.0,3.0,T16
tt1323594,movie,2010,95.0,"Adventure,Animation,Comedy",7.6,1.0,2.0,1.0,1.0,2.0,K
tt0258463,movie,2002,119.0,"Action,Mystery,Thriller",7.9,2.0,3.0,3.0,2.0,3.0,T13
tt1343092,movie,2013,143.0,"Drama,Romance",7.2,2.0,2.0,2.0,3.0,2.0,T13
tt0417741,movie,2009,153.0,"Action,Adventure,Family",7.6,2.0,3.0,2.0,2.0,3.0,K
tt0470752,movie,2014,108.0,"Drama,Sci-Fi,Thriller",7.7,3.0,3.0,3.0,3.0,3.0,T16
tt0443706,movie,2007,157.0,"Crime,Drama,Mystery",7.7,2.0,3.0,3.0,3.0,4.0,T16
tt3890160,movie,2017,113.0,"Action,Crime,Drama",7.6,1.0,3.0,4.0,2.0,3.0,T16
tt0343818,movie,2004,115.0,"Action,Mystery,Sci-Fi",7.1,2.0,3.0,3.0,2.0,3.0,T13
